"Kod";"Nazwa";"Poziomy wykształcenia";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";3933;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";3493;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";3095;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";3480;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";3120;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2017";90972;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2018";82933;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2019";75455;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2020";87326;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2021";77291;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"mężczyźni";"2017";42353;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"mężczyźni";"2018";37909;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"mężczyźni";"2019";35171;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"mężczyźni";"2020";41290;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"mężczyźni";"2021";36201;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"kobiety";"2017";48619;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"kobiety";"2018";45024;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"kobiety";"2019";40284;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"kobiety";"2020";46036;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"kobiety";"2021";41090;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"ogółem";"2017";13756;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"ogółem";"2018";12829;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"ogółem";"2019";11753;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"ogółem";"2020";14228;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"ogółem";"2021";12186;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"mężczyźni";"2017";4038;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"mężczyźni";"2018";3633;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"mężczyźni";"2019";3395;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"mężczyźni";"2020";4236;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"mężczyźni";"2021";3493;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"kobiety";"2017";9718;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"kobiety";"2018";9196;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"kobiety";"2019";8358;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"kobiety";"2020";9992;"osoba";"";
1800000;"PODKARPACKIE";"wyższe";"kobiety";"2021";8693;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";23223;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";21614;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";19754;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";23373;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";20673;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";9058;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";8266;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";7772;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";9561;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";8209;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";14165;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";13348;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";11982;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";13812;"osoba";"";
1800000;"PODKARPACKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";12464;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"ogółem";"2017";9713;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"ogółem";"2018";9254;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"ogółem";"2019";8350;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"ogółem";"2020";10026;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"ogółem";"2021";9035;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"mężczyźni";"2017";3203;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"mężczyźni";"2018";3040;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"mężczyźni";"2019";2815;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"mężczyźni";"2020";3431;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"mężczyźni";"2021";3084;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"kobiety";"2017";6510;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"kobiety";"2018";6214;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"kobiety";"2019";5535;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"kobiety";"2020";6595;"osoba";"";
1800000;"PODKARPACKIE";"średnie ogólnokształcące";"kobiety";"2021";5951;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";26062;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";23071;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";20907;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";23550;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";20913;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";14936;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";13144;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";12148;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";13885;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";12327;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";11126;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";9927;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";8759;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";9665;"osoba";"";
1800000;"PODKARPACKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";8586;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";18218;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";16165;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";14691;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";16149;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";14484;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";11118;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";9826;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";9041;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";10177;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";9088;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";7100;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";6339;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";5650;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";5972;"osoba";"";
1800000;"PODKARPACKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";5396;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2017";39997;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2018";36786;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2019";33277;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2020";37830;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2021";33374;"osoba";"";
2000000;"PODLASKIE";"ogółem";"mężczyźni";"2017";21136;"osoba";"";
2000000;"PODLASKIE";"ogółem";"mężczyźni";"2018";19262;"osoba";"";
2000000;"PODLASKIE";"ogółem";"mężczyźni";"2019";17460;"osoba";"";
2000000;"PODLASKIE";"ogółem";"mężczyźni";"2020";20275;"osoba";"";
2000000;"PODLASKIE";"ogółem";"mężczyźni";"2021";18032;"osoba";"";
2000000;"PODLASKIE";"ogółem";"kobiety";"2017";18861;"osoba";"";
2000000;"PODLASKIE";"ogółem";"kobiety";"2018";17524;"osoba";"";
2000000;"PODLASKIE";"ogółem";"kobiety";"2019";15817;"osoba";"";
2000000;"PODLASKIE";"ogółem";"kobiety";"2020";17555;"osoba";"";
2000000;"PODLASKIE";"ogółem";"kobiety";"2021";15342;"osoba";"";
2000000;"PODLASKIE";"wyższe";"ogółem";"2017";6015;"osoba";"";
2000000;"PODLASKIE";"wyższe";"ogółem";"2018";5557;"osoba";"";
2000000;"PODLASKIE";"wyższe";"ogółem";"2019";5008;"osoba";"";
2000000;"PODLASKIE";"wyższe";"ogółem";"2020";5774;"osoba";"";
2000000;"PODLASKIE";"wyższe";"ogółem";"2021";4988;"osoba";"";
2000000;"PODLASKIE";"wyższe";"mężczyźni";"2017";2113;"osoba";"";
2000000;"PODLASKIE";"wyższe";"mężczyźni";"2018";1962;"osoba";"";
2000000;"PODLASKIE";"wyższe";"mężczyźni";"2019";1744;"osoba";"";
2000000;"PODLASKIE";"wyższe";"mężczyźni";"2020";2030;"osoba";"";
2000000;"PODLASKIE";"wyższe";"mężczyźni";"2021";1718;"osoba";"";
2000000;"PODLASKIE";"wyższe";"kobiety";"2017";3902;"osoba";"";
2000000;"PODLASKIE";"wyższe";"kobiety";"2018";3595;"osoba";"";
2000000;"PODLASKIE";"wyższe";"kobiety";"2019";3264;"osoba";"";
2000000;"PODLASKIE";"wyższe";"kobiety";"2020";3744;"osoba";"";
2000000;"PODLASKIE";"wyższe";"kobiety";"2021";3270;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";9051;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";8214;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";7659;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";8570;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";7576;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";4266;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";3783;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";3540;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";4130;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";3672;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";4785;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";4431;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";4119;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";4440;"osoba";"";
2000000;"PODLASKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";3904;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"ogółem";"2017";4703;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"ogółem";"2018";4569;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"ogółem";"2019";4129;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"ogółem";"2020";4967;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"ogółem";"2021";4138;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"mężczyźni";"2017";1816;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"mężczyźni";"2018";1777;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"mężczyźni";"2019";1636;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"mężczyźni";"2020";2028;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"mężczyźni";"2021";1732;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"kobiety";"2017";2887;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"kobiety";"2018";2792;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"kobiety";"2019";2493;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"kobiety";"2020";2939;"osoba";"";
2000000;"PODLASKIE";"średnie ogólnokształcące";"kobiety";"2021";2406;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";9268;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";8416;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";7567;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";8336;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";7376;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";6064;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";5491;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";4985;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";5589;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";5018;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";3204;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";2925;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";2582;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";2747;"osoba";"";
2000000;"PODLASKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";2358;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";10960;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";10030;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";8914;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";10183;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";9296;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";6877;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";6249;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";5555;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";6498;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";5892;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";4083;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";3781;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";3359;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";3685;"osoba";"";
2000000;"PODLASKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";3404;"osoba";"";
2200000;"POMORSKIE";"ogółem";"ogółem";"2017";49653;"osoba";"";
2200000;"POMORSKIE";"ogółem";"ogółem";"2018";46082;"osoba";"";
2200000;"POMORSKIE";"ogółem";"ogółem";"2019";41817;"osoba";"";
2200000;"POMORSKIE";"ogółem";"ogółem";"2020";56216;"osoba";"";
2200000;"POMORSKIE";"ogółem";"ogółem";"2021";47682;"osoba";"";
2200000;"POMORSKIE";"ogółem";"mężczyźni";"2017";18744;"osoba";"";
2200000;"POMORSKIE";"ogółem";"mężczyźni";"2018";16971;"osoba";"";
2200000;"POMORSKIE";"ogółem";"mężczyźni";"2019";15547;"osoba";"";
2200000;"POMORSKIE";"ogółem";"mężczyźni";"2020";22953;"osoba";"";
2200000;"POMORSKIE";"ogółem";"mężczyźni";"2021";19063;"osoba";"";
2200000;"POMORSKIE";"ogółem";"kobiety";"2017";30909;"osoba";"";
2200000;"POMORSKIE";"ogółem";"kobiety";"2018";29111;"osoba";"";
2200000;"POMORSKIE";"ogółem";"kobiety";"2019";26270;"osoba";"";
2200000;"POMORSKIE";"ogółem";"kobiety";"2020";33263;"osoba";"";
2200000;"POMORSKIE";"ogółem";"kobiety";"2021";28619;"osoba";"";
2200000;"POMORSKIE";"wyższe";"ogółem";"2017";7097;"osoba";"";
2200000;"POMORSKIE";"wyższe";"ogółem";"2018";6666;"osoba";"";
2200000;"POMORSKIE";"wyższe";"ogółem";"2019";6220;"osoba";"";
2200000;"POMORSKIE";"wyższe";"ogółem";"2020";8502;"osoba";"";
2200000;"POMORSKIE";"wyższe";"ogółem";"2021";6804;"osoba";"";
2200000;"POMORSKIE";"wyższe";"mężczyźni";"2017";2092;"osoba";"";
2200000;"POMORSKIE";"wyższe";"mężczyźni";"2018";1946;"osoba";"";
2200000;"POMORSKIE";"wyższe";"mężczyźni";"2019";1895;"osoba";"";
2200000;"POMORSKIE";"wyższe";"mężczyźni";"2020";2690;"osoba";"";
2200000;"POMORSKIE";"wyższe";"mężczyźni";"2021";2089;"osoba";"";
2200000;"POMORSKIE";"wyższe";"kobiety";"2017";5005;"osoba";"";
2200000;"POMORSKIE";"wyższe";"kobiety";"2018";4720;"osoba";"";
2200000;"POMORSKIE";"wyższe";"kobiety";"2019";4325;"osoba";"";
2200000;"POMORSKIE";"wyższe";"kobiety";"2020";5812;"osoba";"";
2200000;"POMORSKIE";"wyższe";"kobiety";"2021";4715;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";10194;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";9592;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";8590;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";11485;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";9704;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";3129;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";2872;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";2550;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";3901;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";3152;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";7065;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";6720;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";6040;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";7584;"osoba";"";
2200000;"POMORSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";6552;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"ogółem";"2017";6152;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"ogółem";"2018";5889;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"ogółem";"2019";5433;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"ogółem";"2020";7693;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"ogółem";"2021";6409;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";1629;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";1551;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";1414;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";2394;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";1890;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"kobiety";"2017";4523;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"kobiety";"2018";4338;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"kobiety";"2019";4019;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"kobiety";"2020";5299;"osoba";"";
2200000;"POMORSKIE";"średnie ogólnokształcące";"kobiety";"2021";4519;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";12797;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";11725;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";10531;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";13619;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";11837;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";5949;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";5340;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";4877;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";6760;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";5818;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";6848;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";6385;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";5654;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";6859;"osoba";"";
2200000;"POMORSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";6019;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";13413;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";12210;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";11043;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";14917;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";12928;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";5945;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";5262;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";4811;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";7208;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";6114;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";7468;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";6948;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";6232;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";7709;"osoba";"";
2200000;"POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";6814;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"ogółem";"2017";94687;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"ogółem";"2018";80079;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"ogółem";"2019";66521;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"ogółem";"2020";91032;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"ogółem";"2021";76324;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"mężczyźni";"2017";40189;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"mężczyźni";"2018";33318;"osoba";"";
